Gender,FavSeason,WritingHand,Year,College,Domestic,FromMinnesota,OnCampus,Shower,Movie,Hair,FavSocialMedia,HoursSpentOnSocialMedia,HoursExercise,HoursClasses,SleepWeekday,SleepWeekend,LegalizingMarijuana,HighSchoolGPA,CollegeGPA,Tattoos,TrafficTickets,TextWhileDriving,Chocholate
Male,Fall,Right,Sophomore,Others,U.S.,Yes,No,Evening,1,0,Twitter,1,2,3,8,8,Not sure,3.6,3.8,0,1,No,48
Female,Fall,Right,Others (PSEO or Post graduate),Others,U.S.,Yes,No,Evening,2,200,Twitter,3,1,5,6,11,Yes,3.99,4,0,0,No,48
Male,Spring,Right,Others (PSEO or Post graduate),Others,U.S.,Yes,No,Morning,1,20,Instagram,3,0.5,3,6,7,Not sure,3.981,0,0,0,No,49
Male,Fall,Right,Senior,Others,International,No,No,Morning,1,25,YouTube,1,1,3,9,10,Yes,4,3.95,0,0,No,50
Male,Fall,Left,Sophomore,Others,U.S.,Yes,No,Morning,None,0,YouTube,2,2,3,6,6,Not sure,0,0,2,5,Yes,50
Male,Fall,Right,Freshman,Others,U.S.,Yes,No,Evening,None,45,Others,2,1,5,8,10,Yes,3.4,3.7,0,-1,No,50
Female,Summer,Right,Sophomore,Others,U.S.,Yes,Yes,Evening,None,0,Others,5,1,6,7,9,Yes,3.8,3.9,0,0,Yes,50
Female,Fall,Right,Junior,Others,U.S.,Yes,No,Depends,None,100,Others,4,1,6,7,10,Yes,3.1,3.5,0,0,No,54
Male,Winter,Right,Others (PSEO or Post graduate),Others,U.S.,Yes,No,Evening,2,10,TikTok,3,2,4,5,12,Not sure,3.91,0,0,0,No,55
Female,Summer,Right,Others (PSEO or Post graduate),Others,International,Yes,No,Depends,None,45,TikTok,3,1,8,5,9,Not sure,3.99,0,0,-1,No,60
Female,Summer,Right,Sophomore,Others,U.S.,No,No,Morning,2,150,Instagram,3,1,7,8,9,Yes,3.8,3.6,0,0,No,60
Male,Summer,Right,Sophomore,Others,U.S.,Yes,Yes,Evening,None,24,YouTube,5,2,3,7,10,No,3.72,3.75,0,0,No,62
Male,Winter,Right,Others (PSEO or Post graduate),Others,U.S.,Yes,No,Evening,2,0,YouTube,1,2,1,8,9,No,4,0,0,0,No,65
Female,Fall,Right,Freshman,Others,U.S.,No,Yes,Depends,1,130,Instagram,2,2.5,5,9,9,Yes,3.4,0,2,0,No,68
Other/Prefer not to answer,Fall,Right,Freshman,Others,U.S.,Yes,No,Depends,None,45,TikTok,2,1,4,7,10,Yes,3.7,4,0,-1,No,72
Female,Fall,Right,Freshman,Others,U.S.,Yes,Yes,Evening,1,12,TikTok,4,3,6,8,8,Yes,3.89,0,0,1,No,72
Male,Summer,Right,Junior,Others,U.S.,Yes,Yes,Depends,None,0,TikTok,5,2,6,6,7,Yes,4,3.9,0,0,No,72
Female,Fall,Right,Sophomore,Others,U.S.,Yes,No,Depends,1,25,Instagram,0.5,1,2,6,8,Yes,3.9,3.4,2,0,Yes,83
Male,Fall,Left,Freshman,Others,U.S.,Yes,Yes,Evening,2,24,Instagram,3,1,3,7,9,Yes,3.6,0,2,0,Yes,150
Male,Fall,Right,Junior,Others,U.S.,Yes,Yes,Morning,None,20,Instagram,3,1,1,8,9,Yes,3.5,3.5,0,1,No,
Female,Fall,Right,Sophomore,Others,U.S.,Yes,Yes,Depends,2,20,Instagram,3,1,4,6,9,Yes,3.8,3.2,0,0,No,47
